title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,link,gender
Aubergines farcies (aux légumes ou mixte),4.8,216,22k,593,55 min,2,Niveau moyen,bon marché,15 min,40 min,"['aubergine', 'oignons', 'tomate', 'oeuf', ""g de chair à saucisse (ou rien, si vous ne voulez qu'avec des légumes)"", ""condiments (sel, poivre, persil, ail, basilic, huile d'olive...)"", 'g de gruyère râpé ...']","Coupez l'aubergine eu deux dans le sens de la longueur. Avec un couteau, fendez la chair de l'aubergine en faisant des ""X"" (c'est pour que çà cuise à l'intérieur). Faites coulez un filez d'huile d'olive sur la surface, et enfournez à 250° pendant une demi heure. Avec une cuillère à soupe, retirez la chair des aubergines et coupez la finement. Faites blanchir les oignons à feu doux pendant un bon quart d'heure sans les faire griller... au bout de 5 min, ajouter de la chair à saucisse si vous aimez la viande (c'est très bon aussi sans…) Puis ajouter la tomate coupée en petits dés  et l'ail, en laissant à feu très doux. Ajoutez la chair d'aubergine et assaisonner. Ajouter le persil et le basilic. Et aussi l'oeuf battu. Mélangez bien le tout et remplissez les demi-aubergines. recouvrez de gruyère râpé. Replacez au four pendant 5 à 10 mn dans le four encore chaud. Faites refroidir un peu, c'est bon chaud ou froid. A+",https://www.marmiton.org/recettes/recette_aubergines-farcies-aux-legumes-ou-mixte_17955.aspx,pas noel
Tartiflette express au Cookeo,0,0,0,0,25 min,4,facile,bon marché,20 min,5 min,"['g de pomme de terre lavées, pelées coupées en cubes', 'g de lardons natures ou fumés', 'oignons pelés et émincés', 'cl de crème liquide', 'g de reblochon taillé en morceaux', 'cl de vin blanc', 'sel et poivre']",Préparer les ingrédients. Colorer les lardons et les oignons. Ajouter les pommes de terre. Ajouter crème et eau. Saler légèrement et poivrer. Cuisson sous pression : 5 mins. Déposer le fromage dessus. Maintenir au chaud 5 min.,https://www.marmiton.org/recettes/recette_tartiflette-express_529192.aspx,pas noel
Cuisses de poulet faciles et qui changent,4.7,215,27k,561,1h35,6,facile,bon marché,35 min,1 h,"['cuisses de poulet ou de dinde avec la peau', 'petite boîte de concentré de tomates', 'cube de bouillon de poule ou de légumes déshydraté', ""cl d'eau tiède"", 'cuillère à soupe de jus de citron', 'cuillère à soupe de curry en poudre', 'cuillère à café de curcuma en poudre', ""cuillères à soupe de basilic ou d'origan frais ou séché"", 'sel et un peu de poivre']","Dans une poêle anti-adhésive, faites revenir à feu vif les cuisses de poulet côté peau, puis côté chair afin de leur faire rendre un peu de graisse. Laisser jusqu'à avoir une belle coloration dorée. Salez et poivrez mais pas trop. Préchauffez le four à 180°C (thermostat 6). Préparez la sauce : émiettez le cube de bouillon dans un récipient, ajoutez tout le concentré de tomates et diluez avec l'eau tiède. Ajoutez le basilic et le jus de citron ainsi qu'un peu de sel et de poivre. Il faut que la sauce soit consistante mais pas épaisse, au besoin rajoutez de l'eau. Déposez les cuisses de poulet dans un plat allant au four, saupoudrez-les de curry et de curcuma et versez la sauce à la tomate dessus. Enfournez et laissez cuire environ 1h30, baissez la température si la cuisson est trop rapide. Imbibez assez régulièrement et tout au long de la cuisson les cuisses de poulet du jus de cuisson. Servir avec un riz blanc ou une bonne poelée de légumes.",https://www.marmiton.org/recettes/recette_cuisses-de-poulet-faciles-et-qui-changent_57836.aspx,pas noel
Cuisse de dinde à la dijonnaise,4.8,213,12k,293,1h20,4,très facile,bon marché,20 min,1 h,"['cuisse de dinde assez grosse', 'g de pomme de terre', 'tomates', 'cuillère à soupe de moutarde forte de dijon', 'cuillère à soupe de crème fraîche', ""cuillère à soupe d'huile et 2 cuillères à soupe d'eau"", ""gousses d'ail"", 'poivre', 'sel']","Préchauffer le four Th 8 (240°C). Couper, épépiner les tomates. Peler, laver les pommes de terre, couper en rondelles de 0,5 cm. Mélanger, la crème et la moutarde dans un bol avec le sel et le poivre. Piquer la cuisse de dinde avec de petits morceaux d'ail. Mettre dans un plat pouvant aller au four avec les tomates et les pommes de terre. Poser la cuisse de dinde salée, poivrée et aillée. Arroser avec l'huile et l'eau. Mettre au four 45 mn, retourner à mi-cuisson. Au bout de ces 45 min, tartiner une face du mélange crème moutarde et laisser cuire 15 min, puis retourner la cuisse, tartiner l'autre face et laisser cuire 15 min.... Déguster !!!",https://www.marmiton.org/recettes/recette_cuisse-de-dinde-a-la-dijonnaise_27303.aspx,pas noel
côtes de porc au curry et au miel,4.5,213,19k,173,20 min,4,très facile,bon marché,10 min,10 min,"['côtes de porc', ""cuillères à soupe d'huile"", 'cuillères à soupe de miel', 'cuillères à soupe de curry en poudre', 'citron']","Mélanger l'huile, le curry, le miel et le jus du citron. Faire cuire les côtes de porc à la poêle. À mi-cuisson des côtes de porc, arrosez avec la préparation. Terminez la cuisson en retournant souvent la viande.",https://www.marmiton.org/recettes/recette_cotes-de-porc-au-curry-et-au-miel_39173.aspx,pas noel
Risotto au fenouil,4.7,212,9.7k,90,55 min,4,très facile,bon marché,30 min,25 min,"['fenouil', 'g de beurre', 'oignon', 'g de riz', 'l de bouillon', 'g de parmesan', 'branches de persil', 'poivre', 'sel']","Couper le fenouil en très fine lamelles (osties) ou en petits dés. Faire fondre 50 g de beurre dans une cocotte, y faire blondir l'oignon finement haché. Ajouter le fenouil et faites bien revenir jusqu'à ce que le mélange soit cuit (à feux doux et couvert). Jeter le riz en pluie et faites revenir jusqu'à ce que le riz soit translucide. Saler, poivrer, mouiller avec le bouillon chaud. Cuire 20 mn (le riz doit être 'al dente'). Au moment de servir, incorporer le reste de beurre en petites noisettes et le fromage râpé. Parsemer de persil haché si vous le désirez.",https://www.marmiton.org/recettes/recette_risotto-au-fenouil_21476.aspx,pas noel
Pancakes de Noël au Nutella®,5,1,312,1,1 h,4,Niveau moyen,bon marché,30 min,30 min,"['g de farine', 'cuillère à café de levure chimique', 'pincée de sel', 'oeufs', 'g de lait frais entier', 'g de sucre', 'huile végétale', 'g de nutella®', 'groseille pour décorer']","Tamisez ensemble la farine, la levure chimique et le sel. Dans un grand bol, mélangez les oeufs, le lait et le sucre. Mélangez la farine tamisée au mélange précédent jusqu’à obtenir une pâte homogène. Dans une poêle antiadhésive, chauffez à feu moyen, un filet d’huile végétale et versez la pâte en plusieurs fois en utilisant des emporte-pièce ronds de diamètres différents (gros à petit) pour obtenir des pancakes de tailles différentes. N’oubliez jamais de bien huiler les emporte-pièce avant de les utiliser. Étalez le Nutella® sur chaque pancake et assemblez-les en les superposant (en commençant par le plus grand et en finissant par le plus petit) pour former 4 petits sapins de Noël. Chaque sapin contient 15 g de Nutella® au total. Décorez chaque pancake avec quelques groseilles.",https://www.marmiton.org/recettes/recette_pancakes-de-noel-au-nutella_346583.aspx,pas noel
Filet mignon au curry,4.7,211,18k,312,45 min,4,très facile,Coût moyen,15 min,30 min,"['filets mignons', 'oignons', 'cuillère à soupe de farine', 'curry (selon votre goût)', 'bouillon', 'verre de vin blanc', 'poivre', 'sel', 'cuillères à soupe de crème fraîche']","Couper les filets mignon en morceaux, les faire revenir dans une cocotte avec les oignons émincés. Quand ils sont dorés, ajouter la farine, mélanger et mouiller avec du bouillon, le vin blanc et le curry (le bouillon doit juste recouvrir la viande). Laisser mijoter environ 20 mn. En fin de cuisson épaissir la sauce avec la crème fraîche. Servir avec de la semoule à couscous.",https://www.marmiton.org/recettes/recette_filet-mignon-au-curry_13981.aspx,pas noel
Risotto au poulet et chorizo,4.8,210,26k,290,45 min,6,très facile,Coût moyen,15 min,30 min,"['verres de riz', ""huile d'olive"", 'beurre', 'verres de vin blanc', 'parmesan', 'oignon ou plus suivant les goûts', 'l de bouillon de volaille', 'oignon', ""huile d'olive"", 'blancs de poulet en dés', 'chorizo (fort ou non suivant les goûts)', 'poivron rouge', 'poivron vert', 'poivron jaune', 'poignées de petits pois']","Hacher l'oignon, le faire revenir dans le beurre et l'huile. Y verser ensuite le riz. Quand celui-ci est translucide, ajouter le vin blanc. Quand il s'est évaporé, verser louche par louche le bouillon préalablement chauffé. Assaisonner et éteindre le feu. Ajouter une noix de beurre et du parmesan. Remuer et garder au chaud. Faire revenir des lamelles d'oignon dans l'huile d'olive, et y ajouter le poulet, le chorizo en tranche, les poivrons coupés en petits dés et les petits pois. Laisser cuire 10 min environ et lorsque tout est bien doré, ajouter au risotto et mélanger. Bon appétit !",https://www.marmiton.org/recettes/recette_risotto-au-poulet-et-chorizo_36084.aspx,pas noel
Cassoulet à ma façon,4.8,210,21k,140,4 h,8,facile,Coût moyen,1 h,3 h,"['g de haricot coco ou mojette de vendée', ""tranches de saucisson à l'ail"", 'saucisses de toulouse non fumées', 'tranches de poitrine de porc fraîche', 'tranches de poitrine de porc fumée', 'boîtes de confit de canard (4 cuisses)', 'g de concentré de tomates en boîte', 'chapelure', 'ail', 'thym', 'laurier', 'poivre', 'sel']","Mettre la mojette à tremper la veille dans l’eau froide. Égoutter la mojette, la mettre à cuire dans une cocotte, recouverte d’eau froide, non salée, avec 5 ou 6 gousses d’ail, du thym et du laurier, pendant une bonne 1/2 heure, 3/4 d’heure, à partir de l’ébullition. Égoutter la mojette, puis la mettre dans une grande cocotte, recouvrir d’eau. Ajouter le concentré de tomate, les rondelles de saucisson, la poitrine fumée coupée préalablement en morceaux, quelques gousses d’ail, (on aura ôté les anciennes), du thym, du laurier, remettre a mijoter. Dans une poêle, faire griller la poitrine fraîche coupée en morceaux , ensuite les saucisses, et rajouter tout ceci dans la cocotte, en ayant pris soin d’essuyer le surplus de graisse avec un sopalin. Saler, poivrer, et remettre a mijoter une heure a feu très doux (thermostat 3 maximum sur la plaque mijotron), en remuant de temps en temps. Sortir les cuisses de canard des boîtes, bien les nettoyer de toute la graisse, et séparer les haut et les bas de cuisses. Ajouter dans la cocotte, vérifier l’assaisonnement, et laisser encore mijoter 1/2 heure. Mettre le four à préchauffer, chaleur tournante (on mettra deux plats sur deux niveau), à 110°C (thermostat 3 ou 4). Prendre deux grands plat à gratin en terre cuite à bord assez haut, les frotter avec de l’ail, puis, délicatement, répartir le contenu de la cocotte dans les deux plats (attention au confit qui se détachent très facilement). Il faut que la sauce recouvre juste a niveau les haricots. saupoudrer alors de chapelure, et mettre au four.
Vérifier régulièrement que la préparation cuit tout doucement, et qu’il y a suffisamment de sauce, il faut toujours que le jus soit au niveau des haricots. De temps en temps, appuyer sur les morceaux de viande ou de saucisse pour les remettre un peu dans la sauce. On peut laisser mijoter encore 1/2 heure, deux heures, ou mieux laisser refroidir au bout d’une heure et remettre à cuire encore une heure ( par exemple si on prépare la veille) 
C’est encore meilleur réchauffé.",https://www.marmiton.org/recettes/recette_cassoulet-a-ma-facon_16749.aspx,pas noel
Risotto aux champignons (recette italienne du risotto alla fungaiola),4.7,207,26k,256,1h15,4,facile,Coût moyen,30 min,45 min,"['g de riz rond', 'g de champignon (cèpes, girolles, morilles...) ou 250 g de champignons de paris frais', 'cl de crème fraîche', 'cuillères à soupe de mascarpone', 'oignon', ""gousse d'ail"", 'brin de persil', 'sel', 'poivre', 'g de parmesan râpé']","Faire blanchir les champignons dans 1/2 litre d'eau salée pendant 5 minutes. Égouttez-les et conservez leur bouillon. Dans un poêlon ou une grande casserole à fond peu épais, faire revenir l'oignon, l'ail et le persil hachés fin dans 2 cuillères à soupe de crème fraiche. Rajoutez le riz, les champignons, le reste de la crème et le mascarpone et recouvrez du bouillon. Assaisonnez. Laissez cuire à couvert à feu moyen jusqu'à ce que le riz soit fondant et la sauce crémeuse (au moins 45 minutes). Hors du feu, incorporez le parmesan râpé. Remuez bien. Servez bien chaud. A servir avec des langoustines par exemple.",https://www.marmiton.org/recettes/recette_risotto-aux-champignons-recette-italienne-du-risotto-alla-fungaiola_29870.aspx,pas noel
Gâteau au yaourt glaçage chocolat blanc & framboises,5,3,0,0,1h05,6,facile,bon marché,20 min,45 min,"['g de farine', 'sachet de levure', 'pincée de sel', 'g de beurre mou', 'g de sucre', 'g de chocolat blanc en morceaux ou en pépites', 'oeufs à température ambiante', 'g de yaourt', 'jus de citron', 'barquette de framboises', 'g de chocolat blanc en morceaux', 'cl de crème liquide', 'barquettes de framboises']","Verser le beurre, le sucre, la farine, le sel et la levure, battre afin que la texture soit homogène. Ajouter les oeufs et le yaourt, battre. Ajouter le chocolat et les framboises, mélanger délicatement. Verser dans le moule à Bunt cake et faire cuire 45 min à 180°C. Glaçage : Faire bouillir la crème. Dès que la crème bout, sortir du feu et laisser tiédir quelques minutes puis et verser le chocolat blanc.
Mélanger jusqu'à ce que le mélange soit homogène. Verser le glaçage sur le dessus du gâteau, laisser le glaçage couler dans les rigoles du gâteau pour faire joli.
Décorer le dessus du gâteaux avec des morceaux de framboises.",https://www.marmiton.org/recettes/recette_gateau-au-yaourt-glacage-chocolat-blanc-framboises_392061.aspx,pas noel
Tarte à la courgette et aux lardons,4.8,205,13k,141,55 min,6,facile,bon marché,25 min,30 min,"['courgettes', 'pâte brisée', 'g de lardons', 'ml de crème liquide', 'oeufs', 'oignon', 'cuillère à café de curry', 'poivre', 'sel']","Préchauffer le four thermostat 7 (220°C). Faire rissoler les lardons et l'oignon dans une poêle, mélanger ensuite les rondelles de courgettes. Battre les oeufs et la crème, poivrer et ajouter le curry. Répartir le mélange de lardons, courgettes et oignons sur le fond de tarte, puis verser les oeufs battus et la crème mélangés, salés et poivrés. Cuire une demi-heure (retirer du four lorsque le dessus est bien doré).",https://www.marmiton.org/recettes/recette_tarte-a-la-courgette-et-aux-lardons_13635.aspx,pas noel
Rôti de veau en cocotte aux champignons,4.8,205,22k,689,50 min,6,très facile,Coût moyen,20 min,30 min,"['rôti de veau de 1 à 1,2 kg', 'g de beurre', 'oignon', 'poivre', 'sel', 'cuillères à café de fond de veau', 'verre de vin blanc (20 cl environ)', 'cuillère à soupe de herbes de provence', 'cuillère à soupe de basilic', 'g de champignon de paris frais']","Faire fondre le beurre dans une cocotte minute, y faire dorer le rôti de toutes parts, puis ajouter l'oignon émincé, le sel et le poivre. Délayer dans un bol le fond de veau, les herbes, le basilic, le vin blanc et 1 verre d'eau. Verser ce mélange dans la cocotte, ainsi que les champignons lavées et coupés en quartiers et remuer. Fermer la cocotte et laisser chuchoter environ 30 min par kg. Cette recette est aussi délicieuse que rapide!",https://www.marmiton.org/recettes/recette_roti-de-veau-en-cocotte-aux-champignons_33366.aspx,pas noel
