title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,link,gender
"""The"" charlotte aux fraises",4.8,303,36k,489,1 h,6,difficile,bon marché,1 h,no data,"['g de sucre en poudre', ""cuillère à soupe d'alcool de fraise"", 'feuilles de gélatine', 'g de fraises', 'citron', 'cl de crème liquide', 'sachet de sucre vanillé', 'biscuits à la cuillère', 'glaçons']","Préparer un sirop en portant à ébullition 15 cl d'eau et 80 g de sucre. Oter du feu et laisser refroidir, ensuite y mettre l'alcool de fraise. Faire tremper la gélatine dans un bol d'eau froide. Laver et équeuter les fraises et en mettre 8 entières de côté.
Mettre les autres fraises dans un mixeur avec le jus de citron et mixer jusqu'à obtenir une puréee lisse. Tranvaser cette purée dans une passoire afin de récolter le coulis et retenir les grains. Prélever un quart de ce coulis et le faire chauffer doucement dans une casserole en y incorporant la gélatine essorée et le restant de sucre. Ensuite, mélanger le coulis obtenu (chaud) avec le coulis froid. Laisser tiédir à température ambiante. Mettre la crème liquide dans un saladier et mettre au congelateur 20 mn. Puis la fouetter de façon à obtenir une crème ""chantilly"". Mettre le sucre vanillé, remuer doucement et mettre en attente au frais. Placer le récipient où se trouve le coulis dans un récipient + grand rempli de glaçons. Remuer le coulis jusqu'à constater son épaississement. A ce moment, l'ôter des glaçons et y ajouter la chantilly en tournant délicatement. Laisser à température ambiante. Couper les 8 fraises mises de côté dans leur hauteur.
Tapisser le fond et les parois du moule avec des biscuits trempés (vite fait) dans le sirop (les tailler si besoin). Pour les parois : côté bombé contre le moule. Verser un tiers de la crème puis parsemer de fraises coupées (la moitié). Couvrir du second tiers de crème, disposer le restant de fraises coupées. Terminer par le dernier tiers de crème. Finir par une couche de biscuits (toujours trempés dans le sirop). Mettre du film plastique sur le plat et laisser au frais 6h (une nuit est l'idéal) avant de démouler.",https://www.marmiton.org/recettes/recette_the-charlotte-aux-fraises_31214.aspx,pas noel
Crème anglaise fine,4.6,303,19k,145,55 min,6,Niveau moyen,bon marché,10 min,45 min,"['l de lait', ""jaunes d'oeuf"", 'gousse de vanille', 'g de sucre']","Fendre la gousse de vanille sur toute sa longueur. Gratter les graines et ajouter les dans le lait avec les deux moitiés de gousse. Faire bouillir le lait. Pendant ce temps, faire blanchir les jaunes d'oeufs et le sucre dans une grande jattte. Verser lentement le lait bouillant. Battre légèrement la préparation au fouet. Une légère écume blanche se forme en surface. Verser la préparation dans une casserole propre. Intercaler entre la source de chaleur et la casserole une poêle à moitié remplie d'eau. Faire cuire la crème à feu très doux. La poêle d'eau évite à la crème de tourner. Remuer de temps en temps la crème avec une spatule en bois. Arrêter la cuisson lorsque l'écume blanche à disparu ou lorsque la crème nappe la cuillère. Verser la crème dans un plat. La laisser bien refroidir sans la couvrir avant de la mettre au frais. Cela évite la condensation de vapeur d'eau à la surface.",https://www.marmiton.org/recettes/recette_creme-anglaise-fine_18699.aspx,pas noel
Tarte abricot amandine,4.7,302,30k,461,50 min,8,facile,bon marché,20 min,30 min,"[""kg d'abricot"", 'g de pâte brisée ou feuilletée', 'oeufs', 'cl de crème fraîche liquide', 'g de sucre en poudre', ""sachet de sucre vanillé ou 1 cuillère à café d'extrait de vanille"", ""cuillères à soupe de poudre d'amandes""]","Préchauffer le four à 210°C (th 7). Beurrer un moule à tarte de 22 cm de diamètre. Étaler la pâte, en garnir le moule, et y disposer les abricots (préalablement lavés) coupés en 2 . Enfourner 10 min. Pendant ce temps, mélanger dans un saladier les œufs avec le sucre en poudre et le sucre vanillé, la poudre d'amande et la crème fraîche. Sortir la tarte du four, verser sur les fruits la préparation aux amandes. Enfourner pour 20 min. Avant de démouler la tarte, laisser reposer 5 min dans le four éteint. La mettre à refroidir sur une grille. Déguster cette tarte bien fraîche.",https://www.marmiton.org/recettes/recette_tarte-abricot-amandine_39184.aspx,pas noel
Gâteau au yaourt glaçage chocolat blanc & framboises,5,3,0,0,1h05,6,facile,bon marché,20 min,45 min,"['g de farine', 'sachet de levure', 'pincée de sel', 'g de beurre mou', 'g de sucre', 'g de chocolat blanc en morceaux ou en pépites', 'oeufs à température ambiante', 'g de yaourt', 'jus de citron', 'barquette de framboises', 'g de chocolat blanc en morceaux', 'cl de crème liquide', 'barquettes de framboises']","Verser le beurre, le sucre, la farine, le sel et la levure, battre afin que la texture soit homogène. Ajouter les oeufs et le yaourt, battre. Ajouter le chocolat et les framboises, mélanger délicatement. Verser dans le moule à Bunt cake et faire cuire 45 min à 180°C. Glaçage : Faire bouillir la crème. Dès que la crème bout, sortir du feu et laisser tiédir quelques minutes puis et verser le chocolat blanc.
Mélanger jusqu'à ce que le mélange soit homogène. Verser le glaçage sur le dessus du gâteau, laisser le glaçage couler dans les rigoles du gâteau pour faire joli.
Décorer le dessus du gâteaux avec des morceaux de framboises.",https://www.marmiton.org/recettes/recette_gateau-au-yaourt-glacage-chocolat-blanc-framboises_392061.aspx,pas noel
Muffins à la framboise de Jeanne,4.7,299,12k,135,30 min,12,très facile,bon marché,10 min,20 min,"['oeufs', 'g de sucre', 'g de cassonade brune (ou du sucre blanc)', 'cuillères à soupe de confiture de framboise ou de mûre', 'g de beurre fondu', 'g de framboises fraîches ou surgelées', 'g de farine', 'pincée de sel', 'sachet de levure chimique']","Le principe des muffins réside dans le mélange rapide de 2 préparations : l'une liquide, l'autre sèche. Le truc m'a été donné par Nadine, reine des muffins dont vous trouverez une partie des oeuvres en cliquant là. Cette recette est inspirée de son savoir-faire. Préparation : Dans le premier mélange, battre d'abord les oeufs et le sucre, puis ajouter la suite des ingrédients. Attention, quand vous incorporez les framboises : allez-y molo, on ne fait pas de la purée, il faut qu'elles restent entières, dans la mesure du possible! Pour le mélange sec, homogénéisez bien la farine et la levure, c'est tout. D'un coup d'un seul (schplaf, oui : c'est mieux de mettre un tablier, la framboise ça tâche...), verser le mélange humide dans le mélange sec. Et c'est là qu'intervient le truc de Nadine : on ne touille pas, on mélange grossièrement à la cuillère et basta!!! On ne cherche surtout pas à obtenir une pâte lisse, il y a des grumeaux, c'est normal. La pâte est moche, c'est normal (et y'a pas que la beauté qui compte, en plus). On verse cette pâte grumeleuse dans des moules à muffins. On enfourne de 15 à 20 min à 180°C (thermostat 6). La durée de la cuisson dépend de la taille et de la matière de vos moules : dans des moules en silicone ça cuit un poil plus vite, et si les moules sont petits aussi.",https://www.marmiton.org/recettes/recette_muffins-a-la-framboise-de-jeanne_37909.aspx,pas noel
Tarte à la rhubarbe rapide,4.8,298,26k,685,50 min,6,facile,bon marché,15 min,35 min,"['g de farine', 'g de beurre', ""jaune d'oeuf"", ""cl d'eau"", 'pincée de sel', 'g de rhubarbe', 'g de sucre en poudre', 'oeufs', 'g de crème fraîche']","Epluchez la rhubarbe et coupez-la en tronçons de 2 cm, mettez-les dans un récipient avec 50 g de sucre. Laissez macérer 1 h. Egouttez la rhubarbe dans une passoire. Etalez la pâte dans un moule à tarte beurré. Garnissez avec la rhubarbe et faites cuire à four chaud 20 min, 200°C (thermostat 6-7). Battez les oeufs et le sucre dans un bol, ajoutez la crème fraîche et versez le tout sur la tarte. Remettez à cuire 15 min jusqu'à ce que le dessus soit doré. Servez tiède ou froid selon les préférences.",https://www.marmiton.org/recettes/recette_tarte-a-la-rhubarbe-rapide_22715.aspx,pas noel
Tiramisu aux fruits rouges,4.7,297,16k,169,20 min,8,très facile,bon marché,20 min,no data,"['g de fraises ou framboises (frais ou au sirop)', 'barquette de mascarpone', 'g de crème épaisse', 'g de sucre', 'oeufs', 'kirsch', 'biscuits à la cuillère environ']","Mixer les fruits frais avec 20 g de sucre (ou bien égoutter les fruits au sirop et mélanger le jus avec les 20 g de sucre). Imbiber les biscuits à la cuiller et garnir un plat creux (ovale). Recouvrir de fruits. Mélanger 50 g de sucre, 3 jaunes d'oeufs, ajouter le mascarpone et la crème fouettée. Les blancs battus en neige. Verser cette crème sur les fruits et mettre au frais (normalement une nuit, au minimum 3 h).",https://www.marmiton.org/recettes/recette_tiramisu-aux-fruits-rouges_13150.aspx,pas noel
Vosgienne ou forêt noire aux framboises,4.9,293,12k,120,2h10,12,Niveau moyen,Coût moyen,1h30,40 min,"['oeufs', 'g de sucre', 'g de farine', 'cuillères à soupe de cacao non sucré', 'l de crème fleurette', 'paquets de fixe chantilly', 'paquets de sucre vanillé', 'cuillères à soupe de sucre', 'g de framboises surgelées', 'petit verre de schnaps framboise', 'g de chocolat noir pour les copeaux']","Commencez par les copeaux (J-2). Faites fondre le chocolat, versez-le sur une plaque de marbre. Laissez refroidir puis râpez avec un couteau à grande lame, du plus loin vers vous, faites ainsi les copeaux que vous réservez dans une boîte au frais. Le biscuit (J-2). Préchauffez votre four à 180°C (thermostat 6). Fouettez 8 jaunes d'œufs avec le sucre jusqu'à doublement de la masse. Battez les 8 blancs en neige ferme avec 1 pincée de sel. Important : ajoutez alors 1/4 des blancs au mélange jaune-sucre et 1 cuillère à soupe d'eau. Battez à nouveau 10 minutes ensemble au batteur électrique le mélange jaunes-sucre et le 1/4 de blanc en neige. Et là seulement, ajoutez la farine tamisée ainsi que le cacao, puis incorporez délicatement le reste des blancs en neige. Beurrez grassement un moule à biscuit de 28 cm à fond amovible, versez-y la masse. Faîtes cuire au four entre 150°C et 200°C (thermostat 5-7) pendant 40 min. La chantilly (J-1). Sortez la crème du réfrigérateur au moment de la battre, après quelques minutes ajoutez le fixateur mélangé aux sucres et continuez à battre jusqu'à consistance ferme. Réservez la chantilly au frais. Montage du gâteau (J-1). Coupez le biscuit dans la hauteur en 3 si possible, sinon en deux, avec un couteau à grande lame fine. Posez la base sur un carton de la taille du gâteau, mettez quelques gouttes d'eau de vie de framboise ou de kirsch. Tartinez de crème chantilly sur 1 cm environ puis piquez les framboises encore congelées dans la crème. Posez la deuxième partie de biscuit et recommencez. Eventuellement la troisième partie de même. Gardez la moitié de la chantilly pour enrober tout le biscuit et servez-vous-en pour égaliser et boucher les « trous « Décorez avec des copeaux de chocolat et des framboises, gardez la vosgienne au frais jusqu'au moment de servir.",https://www.marmiton.org/recettes/recette_vosgienne-ou-foret-noire-aux-framboises_44230.aspx,pas noel
Cookie shortbread,3.3,3,392,3,3h15,6,facile,bon marché,15 min,1h40,"['g de chocolat nestlé dessert noir', 'oeuf', 'g de sucre', 'g de beurre', 'boîte de lait concentré sucré nestlé 397 g', 'g de farine', 'g de levure chimique']","Faites cuire la boîte de lait concentré sucré Nestlé dans une cocotte-minute 1 heure avec de l'eau à niveau pour obtenir du dulce de leche. Laissez refroidir 10 minutes avant d'ouvrir la boîte. Pour réaliser la cup en cookie, mélangez l’œuf, 80 g de beurre mou, la levure, le sucre et la farine dans un saladier. Ajoutez la moitié du chocolat haché en pépites (75 g). Avec la pâte à cookie obtenue, tapissez 6 alvéoles d’un moule à muffin en silicone. Faites cuire à 200°C pendant 15 minutes. Pour conserver la forme de la cup et éviter que la pâte ne gonfle, recouvrez d’une feuille de papier sulfurisé et de gros sel. Retirez la feuille, remettez au four 4 minutes pour faire cuire l’intérieur des cookie cups puis laissez-les refroidir. Mélangez le dulche de leche avec les 30 g de beurre mou et garnissez les cups. Laissez refroidir 1 heure au réfrigérateur. Nappez le dessus avec les 75 g de chocolat restant fondus et placez 30 minutes au réfrigérateur. Vous pouvez déguster !",https://www.marmiton.org/recettes/recette_cookie-shortbread_371281.aspx,pas noel
Gâteau au yaourt simple,4.7,290,16k,139,55 min,8,très facile,bon marché,10 min,45 min,"['g de sucre', 'oeufs', ""cl d'huile de tournesol"", 'yaourt nature', 'g de farine', 'sachet de levure chimique']",Casser les œufs dans un saladier ou dans le bol du batteur. Ajouter le sucre et battre jusqu'à ce que le mélange blanchisse et prenne du volume (il doit faire un ruban lorsqu'on soulève le fouet). Ajouter l'huile doucement tout en continuant de fouetter. Ajouter le yaourt et battre encore 1 à 2 min. Mettre la farine avec la levure dans un tamis et l'ajouter en 2 fois en soulevant bien la masse de pâte à l'aide d'une spatule pour bien l'incorporer à la préparation et obtenir une pâte parfaitement homogène mais sans fouetter. Beurrer un moule à cake et y verser la pâte. Faire cuire Th 6 pendant 40 à 45 min. Vérifier la cuisson à l'aide d'un pic à brochette en bois ou encore avec une aiguille à tricoter qui devra ressortir parfaitement sec.,https://www.marmiton.org/recettes/recette_gateau-au-yaourt-simple_26217.aspx,pas noel
Cannelés (7ème rencontre Marmiton),4.9,290,15k,127,1h10,16,très facile,bon marché,10 min,1 h,"['cl de lait', 'oeufs entiers', ""jaunes d'oeuf"", 'gousse de vanille (ou ½ cuillère à café d’extrait de vanille liquide)', 'cuillères à soupe de rhum', 'g de farine', 'g de sucre en poudre', 'g de beurre']","La veille : faire bouillir le lait avec la vanille et le beurre. Pendant ce temps, mélanger la farine, le sucre puis incorporer les oeufs d'un seul coup, verser ensuite le lait bouillant. Mélanger doucement afin d'obtenir une pâte fluide comme une pâte à crêpes, laisser refroidir, puis ajouter le rhum. Placer au réfrigérateur 24 heures au minimum, 48 heures au maximum. Le jour J : sortir la pâte du frigo au moins une heure avant la cuisson. Préchauffer le four à thermostat 9 (270°C). Verser la pâte dans les moules, en ne les remplissant qu'aux 3/4: poser les moules sur une tôle, et cuire à th. 9 pendant 5 minutes, puis baisser le thermostat à 6 (180°C) et continuer la cuisson pendant 1 heure (au moins, cela dépend de votre four, chez moi ça prend 1h20!): le cannelé doit avoir une croûte brune et un intérieur bien moelleux. Démouler encore chaud.",https://www.marmiton.org/recettes/recette_canneles-7eme-rencontre-marmiton_29816.aspx,pas noel
Crumble aux pommes,4.6,289,20k,105,45 min,6,très facile,bon marché,20 min,25 min,"['kg de pomme', 'g de farine', 'g de beurre + une noisette pour beurrer le plat', 'g de sucre semoule', 'cuillère à café rase de cannelle en poudre', 'l de glace vanille']","Préchauffer votre four à thermostat 8. Eplucher, épépiner et couper les pommes en gros morceaux. Les faire réduire à feu fort 2 mn avec une cuillerée à soupe d'eau puis maintenir la cuisson à feu doux pendant 7 à 8 mn. Ecraser les derniers gros morceaux de pommes à la fourchette. Mélanger les pommes avec 125 g de sucre et 1/2 cuillère à café de cannelle. Verser ce mélange dans un plat à gratin beurré. Travailler énergiquement le beurre. Incorporer le reste du sucre et de le cannelle, ainsi que les 150 g de farine, puis travailler le tout avec les doigts afin d'obtenir un sable grossier. Répartir sur la compote et cuire au four 25 mn (grille centrale).",https://www.marmiton.org/recettes/recette_crumble-aux-pommes_15265.aspx,pas noel
